Start date,End date,Open Price,Close Price,Low Price,High Price,Open Volume,Close Volume,Low Volume,High Volume
2008-01-23,2008-02-05,136.190006,129.359997,126.140003,140.700003,843242400,285260500,224808500,843242400
2008-02-06,2008-02-20,130.830004,123.820004,117.27,131.920002,393318100,241859800,225325100,520832900
2008-02-21,2008-03-05,126.050001,124.490005,115.439999,132.199995,234528700,305459000,234528700,446345900
2008-03-06,2008-03-19,124.609995,129.670004,119.050001,134.290003,368424700,252634200,249897200,368424700
2008-03-20,2008-04-03,131.119997,151.609999,129.180006,153.630005,227196900,262892000,178652600,295521100
2008-04-04,2008-04-17,152.189999,154.489998,144.539997,159.689997,213604300,176066800,174509300,302519000
2008-04-18,2008-05-01,159.119997,179.999994,158.09,179.999994,256691400,225894200,196803600,424016600
2008-05-02,2008-05-15,180.189999,189.730003,178.550001,192.239994,251520500,218302000,168268100,289283400
2008-05-16,2008-05-30,190.109999,188.749994,171.999998,190.300003,191442300,152546100,152546100,301683900
2008-06-02,2008-06-13,188.600004,172.370007,165.310005,189.949995,169960000,336489300,169960000,472098200
2008-06-16,2008-06-27,171.299995,170.089994,164.150005,182.339994,262932600,260562400,155486800,262932600
2008-06-30,2008-07-14,170.189997,173.880001,164.000002,180.910002,171049200,221513600,130840500,277820200
2008-07-15,2008-07-28,172.479996,154.399996,146.530003,174.98,260010800,195178200,158409300,469898100
2008-07-29,2008-08-11,155.410006,173.559994,152.910002,176.499994,171017700,222826100,136159800,222826100
2008-08-12,2008-08-25,173.520006,172.549997,171.660004,180.450005,209069700,121106300,109902800,210586600
2008-08-26,2008-09-09,172.760002,151.68,149.789997,176.250002,111387500,311256400,107846200,311256400
2008-09-10,2008-09-23,152.320002,126.840006,120.679998,154.989996,243285700,320091100,198256800,419063400
2008-09-24,2008-10-07,127.270002,89.159998,87.540001,134.790001,261753800,469693000,251511400,655514300
2008-10-08,2008-10-21,85.909997,91.489998,85.000003,116.399994,551935300,548415000,384769000,554824900
2008-10-22,2008-11-04,97.369999,110.989997,90.11,112.190004,562202200,349670300,264484500,562202200
2008-11-05,2008-11-18,108.910003,89.910002,86.02,109.720001,314113800,302423800,273813400,463521800
2008-11-19,2008-12-03,89.439998,95.899999,79.140002,96.23,292975200,334670000,74443600,429203600
2008-12-04,2008-12-17,94.429998,89.159998,88.019999,103.600001,272842500,323465100,222939500,323465100
2008-12-18,2009-01-02,89.310001,90.750001,84.549999,91.040001,214354000,186503800,67833500,241900400
2009-01-05,2009-01-16,93.170003,82.330002,80.050003,97.170001,295402100,261906400,136711400,457908500
2009-01-20,2009-02-02,81.929999,91.509998,78.200001,94.999998,229978700,139561800,139561800,352382100
2009-02-03,2009-02-17,91.920001,94.530001,90.279997,103.000001,149827300,169559600,149827300,212265200
2009-02-18,2009-03-03,95.049999,88.37,86.509997,95.849998,171194800,181085100,157467100,230701100
2009-03-04,2009-03-17,90.180001,99.659998,82.330002,99.689999,185350900,196661500,150292100,252786800
2009-03-18,2009-03-31,99.909997,105.120003,99.719999,109.98,199009300,142520000,123218200,199009300
2009-04-01,2009-04-15,104.089999,117.639996,103.890001,120.980005,147343000,103220600,97309100,203091700
2009-04-16,2009-04-29,119.190004,125.139994,118.600004,127.200001,148361500,114527700,113964200,236289200
2009-04-30,2009-05-13,126.220005,119.489998,119.379995,133.499998,124622400,148992900,99379000,152370400
2009-05-14,2009-05-28,119.780005,135.069994,119.700003,135.390001,111956600,121888200,74499600,161605500
2009-05-29,2009-06-11,135.390001,139.949999,133.850006,146.4,114133600,131205900,113124900,232913100
2009-06-12,2009-06-25,138.809999,139.859997,132.879997,141.559996,140771400,147361900,106920100,180464200
2009-06-26,2009-07-10,139.789995,138.520006,134.420006,144.66,109846100,111318900,85756300,143982300
2009-07-13,2009-07-24,139.540003,159.990004,137.529997,160.000004,120875300,109590600,86811900,218695400
2009-07-27,2009-08-07,160.169994,165.509996,157.259995,167.389999,108327800,96838700,85404200,117401200
2009-08-10,2009-08-21,165.66,169.220001,159.420004,169.370005,75073600,104018600,75073600,131095300
2009-08-24,2009-09-04,170.119995,170.309999,164.110004,172.489996,101732400,93657200,73488800,117257000
2009-09-08,2009-09-21,172.979994,184.020006,169.699999,186.790003,78761900,109428900,78761900,202771800
2009-09-22,2009-10-05,185.190006,186.019999,180.699997,188.899998,89188400,105783300,84361200,148390900
2009-10-06,2009-10-19,187.739998,189.860006,185.550001,192.319996,151271400,235557700,72006200,235557700
2009-10-20,2009-11-02,200.599998,189.309994,185.570002,208.709997,285259800,169745800,105196700,298431700
2009-11-03,2009-11-16,187.85,206.630003,185.919996,207.999994,130635400,121301600,73774400,132213900
2009-11-17,2009-12-01,206.080004,196.969995,196.830006,207.439995,99128400,116440800,71613500,135581600
2009-12-02,2009-12-15,198.960001,194.169998,188.680006,201.420004,178815000,104864900,104864900,206721200
2009-12-16,2009-12-30,195.100006,211.639997,191.000006,213.949997,88246200,103021100,86381400,161141400
2009-12-31,2010-01-14,213.130005,209.43,204.099998,215.589994,88102700,108223500,88102700,151473000
2010-01-15,2010-01-29,210.929995,192.060003,190.250002,215.549994,148516900,311488100,148516900,466777500
2010-02-01,2010-02-12,192.369997,200.379993,190.850002,201.639996,187469100,163867200,92590400,212576700
2010-02-16,2010-03-01,201.940002,208.990004,195.709993,209.500002,135934400,137523400,97640900,166281500
2010-03-02,2010-03-15,209.929998,223.839996,207.740002,227.729992,141636600,123375700,91510300,230064800
2010-03-16,2010-03-29,224.180004,232.389992,220.150005,233.869999,111727000,135186100,85527400,160218800
2010-03-30,2010-04-13,236.599995,242.430008,232.75,243.069996,131827500,76552700,76552700,171126900
2010-04-14,2010-04-27,245.280006,262.039989,241.769993,272.459988,101019100,177335900,94196200,245597800
2010-04-28,2010-05-11,263.250004,256.519997,199.249994,270.570011,189600600,212226700,113585500,419004600
2010-05-12,2010-05-25,259.240005,245.220005,231.349995,265.000004,163594900,262001600,149928100,320728800
2010-05-26,2010-06-09,250.080009,243.200012,242.490009,265.939999,212663500,213657500,162526700,250192600
2010-06-10,2010-06-23,244.839996,270.969994,242.199989,279.009991,194089000,192114300,136439800,218213800
2010-06-24,2010-07-08,271.000008,258.089993,243.200012,273.200005,178569300,184536100,137485600,283336200
2010-07-09,2010-07-22,256.889992,259.02,239.60001,265.149994,108330600,161329700,108330600,297731000
2010-07-23,2010-08-05,257.089996,261.700008,254.900013,265.990013,133347200,72274300,72274300,160951700
2010-08-06,2010-08-19,259.779991,249.880005,246.119999,262.150005,111224400,106676500,75782000,155013600
2010-08-20,2010-09-02,249.390007,252.169991,235.559998,253.919991,96057500,103856900,95822300,174259400
2010-09-03,2010-09-17,255.090004,275.369987,254.500004,277.960007,130197200,158619300,85639400,163025800
2010-09-20,2010-10-01,276.07999,282.520004,274.999992,294.730003,164669400,112035700,112035700,258760600
2010-10-04,2010-10-15,281.60001,314.739994,277.769989,315.0,108825500,230548500,102099900,230548500
2010-10-18,2010-10-29,318.470013,300.98,300.020004,319.000011,273252700,107627800,93194500,308196000
2010-11-01,2010-11-12,302.220001,308.029987,302.200001,321.300011,105972300,198961700,70439600,198961700
2010-11-15,2010-11-29,308.460011,316.870003,297.760006,317.700008,100901500,111446300,59396400,164412500
2010-11-30,2010-12-13,313.539993,321.670006,310.869999,325.05999,125464500,109953900,65627800,125464500
2010-12-14,2010-12-28,321.730007,325.470013,318.230007,326.66,87752000,43981000,43981000,104328000
2010-12-29,2011-01-11,326.21999,341.639996,321.309998,344.959991,40784800,111027000,39373600,112140000
2011-01-12,2011-01-26,343.249992,343.850006,326.000011,348.599995,75647600,126718900,74195100,470249500
2011-01-27,2011-02-09,343.779991,358.16,333.53001,358.999992,71256500,120686300,64738800,148014300
2011-02-10,2011-02-24,357.389996,342.879997,337.720013,364.899994,232137500,124975200,71043700,232137500
2011-02-25,2011-03-10,345.259998,346.669991,344.799988,361.669987,95004700,126884800,89079200,150647700
2011-03-11,2011-03-24,345.330013,344.970005,326.259991,356.479988,117770100,101178000,81480700,290502800
2011-03-25,2011-04-07,348.069996,338.079994,336.0,354.319992,112227500,93361800,68504800,120682800
2011-04-08,2011-04-21,339.92001,350.699989,320.160011,355.129997,94383800,188452600,75450200,188452600
2011-04-25,2011-05-06,350.340008,346.660004,345.500004,354.989994,66636500,70033600,66636500,251586300
2011-05-09,2011-05-20,347.860004,335.220009,330.73,350.0,51186800,84492100,51186800,113083600
2011-05-23,2011-06-06,329.970009,338.039993,329.42001,352.130009,95900000,115485300,50899800,138670700
2011-06-07,2011-06-20,338.17001,315.320007,310.500004,338.219997,132446300,160161400,68772200,160161400
2011-06-21,2011-07-05,316.680012,349.43,315.200005,349.830009,123345600,88763500,73574900,139939800
2011-07-06,2011-07-19,348.949989,376.849987,346.709991,378.650002,111156500,204786400,97909700,204786400
2011-07-20,2011-08-02,396.119987,388.909996,383.900002,404.499992,235335100,159884900,119145600,235335100
2011-08-03,2011-08-16,390.980003,380.480003,353.019989,393.549995,183127000,124687500,115136000,301147700
2011-08-17,2011-08-30,382.310005,389.989994,355.089996,391.839996,110515300,104480600,101317300,217836500
2011-08-31,2011-09-14,390.570007,389.299992,366.480003,392.209991,130646600,133681100,85931300,141203300
2011-09-15,2011-09-28,391.43,397.009995,389.900005,422.860012,104454700,107409400,104454700,242120200
2011-09-29,2011-10-12,401.919987,402.190006,354.23999,409.250008,162771700,155571500,110628700,308419300
2011-10-13,2011-10-26,404.980003,400.60001,390.750011,426.699993,106546300,114076200,106546300,276014900
2011-10-27,2011-11-09,407.560009,395.279995,393.220001,409.330009,123666200,139671000,67568900,139671000
2011-11-10,2011-11-23,397.029995,366.990002,365.910004,397.209999,186188100,107067800,87302600,186188100
2011-11-25,2011-12-08,368.419994,390.659996,363.320011,396.410007,63690200,94089100,63690200,101484600
2011-12-09,2011-12-22,392.850006,398.550003,377.679993,399.12999,74248300,50589700,50589700,105369600
2011-12-23,2012-01-09,399.690002,421.73,399.489998,427.750004,67349800,98506100,44915500,98506100
2012-01-10,2012-01-24,425.909988,420.409996,418.659996,431.370007,64549100,136909500,53146800,136909500
2012-01-25,2012-02-07,454.439987,468.830009,443.139996,469.749977,239578500,79055900,46699100,239578500
2012-02-08,2012-02-22,470.500008,513.039993,469.699989,526.290016,101972500,120825600,101972500,376530000
2012-02-23,2012-03-07,515.079987,530.69001,509.499992,548.209984,142006900,199630200,103768000,238002800
2012-03-08,2012-03-21,534.689995,602.499985,532.120003,609.650002,129114300,161010500,101820600,354711000
2012-03-22,2012-04-04,597.779984,624.30999,594.399986,632.209984,155967700,143245200,107622200,208639900
2012-04-05,2012-04-19,626.980011,587.439987,571.910019,644.0,160324500,208679800,149384200,262696700
2012-04-20,2012-05-03,591.379997,581.819992,554.999992,617.999992,257746300,97637400,97637400,269037300
2012-05-04,2012-05-17,577.080017,530.12001,530.12001,578.359993,132498100,179305000,83300000,179305000
2012-05-18,2012-06-01,533.959991,560.989983,522.180016,581.499985,183073100,130246900,82126800,183073100
2012-06-04,2012-06-15,561.500008,574.12999,548.499977,588.499985,139248900,83813800,73395000,147816200
2012-06-18,2012-06-29,570.959984,584.000015,565.610008,589.999992,110103000,105375200,50749300,110103000
2012-07-02,2012-07-16,584.730019,606.910019,583.600006,619.869995,100023000,75315100,60428200,127989400
2012-07-17,2012-07-30,610.790001,595.030014,570.000015,615.349998,73406200,94785600,63175000,219328200
2012-07-31,2012-08-13,603.229988,630.0,600.25,630.0,115581900,69708100,48734700,115581900
2012-08-14,2012-08-27,631.870003,675.679977,627.750015,680.870003,85042300,106752100,63633500,203179900
2012-08-28,2012-09-11,674.979988,660.590019,656.499992,683.289978,66854200,125995800,50701700,125995800
2012-09-12,2012-09-25,666.849976,673.540009,656.000008,705.070023,178058300,129697400,81718700,178058300
2012-09-26,2012-10-09,668.740005,635.850014,623.550026,682.170006,144125800,209649300,92681400,209649300
2012-10-10,2012-10-23,639.739983,613.359993,609.619987,652.790001,127589000,176786400,97259400,186021500
2012-10-24,2012-11-08,621.440018,537.749985,535.290009,626.549988,139631800,264036500,90324500,264036500
2012-11-09,2012-11-23,540.420006,571.500023,505.75,572.000008,232478400,68206600,68206600,316723400
2012-11-26,2012-12-07,575.900017,533.250015,518.629974,594.590004,157644900,196760200,91070000,294303100
2012-12-10,2012-12-21,525.0,519.330017,501.230003,549.559975,157621100,149067100,112342300,252394800
2012-12-24,2013-01-08,520.350014,525.31002,504.659988,554.999992,43938300,114676800,43938300,164873100
2013-01-09,2013-01-23,522.500023,514.010002,483.379982,528.719978,101901100,215377400,87626700,219193100
2013-01-24,2013-02-06,460.000008,457.350014,434.999996,466.500023,365213100,148426600,79833600,365213100
2013-02-07,2013-02-21,463.250015,446.060009,442.819988,484.940018,176145200,111795600,88818800,176145200
2013-02-22,2013-03-07,449.250015,430.580002,419.000004,455.120003,82663700,117118400,80628800,159608400
2013-03-08,2013-03-21,429.800011,452.729988,425.140011,460.970016,97870500,95813900,75968900,160990200
2013-03-22,2013-04-05,454.580017,423.199993,419.679993,469.949982,98776300,95923800,73573500,132379800
2013-04-08,2013-04-19,424.849991,390.530006,385.100002,437.989998,75207300,152318600,59653300,236264000
2013-04-22,2013-05-03,392.639988,449.980019,391.269997,453.230026,107480100,90325200,90325200,242412800
2013-05-06,2013-05-17,455.709976,433.26001,418.900002,465.749992,124160400,106976100,79237200,185403400
2013-05-20,2013-06-03,431.909992,450.720009,430.099991,457.100021,112894600,93088100,69041700,114005500
2013-06-04,2013-06-17,453.219986,432.000008,428.500008,454.43,73182200,64853600,64853600,112538300
2013-06-18,2013-07-01,431.559998,409.219994,388.869995,434.899994,48756400,97763400,48756400,144629100
2013-07-02,2013-07-16,409.960011,430.199993,409.470013,431.459995,117466300,54134500,54134500,117466300
2013-07-17,2013-07-30,429.700008,453.320015,418.710011,457.150009,49747600,77355600,49747600,147984200
2013-07-31,2013-08-13,454.990013,489.569977,449.429993,494.660027,80739400,220485300,51562700,220485300
2013-08-14,2013-08-27,497.88002,488.589981,486.299995,513.739983,189093100,106047200,55682900,189093100
2013-08-28,2013-09-11,486.000015,467.709984,464.809998,507.919983,76902000,224674100,59091900,224674100
2013-09-12,2013-09-25,468.500015,481.530006,447.220009,496.910011,101012800,79239300,74708900,190526700
2013-09-26,2013-10-09,486.000015,486.589989,474.410004,492.649994,59305400,75431300,57010100,88470900
2013-10-10,2013-10-23,491.319977,524.959999,485.159996,528.450012,69650700,78430800,62775300,133515900
2013-10-24,2013-11-06,525.0,520.920013,514.540001,539.249992,96191200,55843900,55843900,158951800
2013-11-07,2013-11-20,519.580009,514.999985,512.380005,529.279991,65655100,48479200,48479200,79480100
2013-11-21,2013-12-05,517.599991,567.899994,513.670021,575.139999,65506700,111895000,55931400,118136200
2013-12-06,2013-12-19,565.789986,544.459991,538.799995,570.970024,86088100,80077200,57475600,141465800
2013-12-20,2014-01-06,545.43,543.929993,533.599983,571.880005,109103400,103152700,41888700,125326600
2014-01-07,2014-01-21,544.320015,549.069977,529.880005,560.200005,79302300,82131700,57319500,106684900
2014-01-22,2014-02-04,550.910019,508.790016,493.549988,557.289978,94996300,94170300,94170300,266380800
2014-02-05,2014-02-19,506.560005,537.370003,506.249985,551.190025,82086200,78442000,64441300,92570100
2014-02-20,2014-03-05,532.989983,532.360008,515.599998,537.000008,76464500,50015700,50015700,92992200
2014-03-06,2014-03-19,532.789978,531.26001,523.000008,539.659988,46372200,56189000,44646000,69806100
2014-03-20,2014-04-02,529.889992,542.549988,526.330017,549.000015,52099600,45105200,42167300,93511600
2014-04-03,2014-04-16,541.390015,519.01001,511.329994,542.5,40586000,53691400,40586000,72462600
2014-04-17,2014-05-01,519.999992,591.480026,519.199974,599.430008,71083600,61012000,45637200,189977900
2014-05-02,2014-05-15,592.340019,588.819992,580.330025,604.409988,47878600,57711500,39934300,93641100
2014-05-16,2014-05-30,588.629974,633.000015,585.399994,644.169991,69064100,141005200,49214900,141005200
2014-06-02,2014-06-13,633.959984,91.279999,90.879997,651.259979,92337700,54525000,45681000,92337700
2014-06-16,2014-06-27,91.510002,91.980003,89.650002,92.75,35561000,64029000,29726000,100898000
2014-06-30,2014-07-14,92.099998,96.449997,92.089996,96.889999,49482300,42810000,22891800,65222000
2014-07-15,2014-07-28,96.800003,99.019997,92.57,99.239998,45477900,55318000,39079000,92918000
2014-07-29,2014-08-11,99.330002,95.989998,93.279999,99.440002,43143000,36585000,33010000,56843000
2014-08-12,2014-08-25,96.040001,101.540001,95.610001,102.169998,33795000,40270000,28116000,69399000
2014-08-26,2014-09-09,101.419998,97.989998,96.139999,103.739998,33152000,189846300,33152000,189846300
2014-09-10,2014-09-23,98.010002,102.639999,97.760002,103.050003,100869600,63402200,37299400,100869600
2014-09-24,2014-10-07,102.160004,98.75,97.720001,102.849998,60171800,42094200,37051200,100092000
2014-10-08,2014-10-21,98.760002,102.470001,95.18,103.019997,57404700,94623900,53583400,100933600
2014-10-22,2014-11-04,102.839996,108.599998,102.599998,110.300003,68263100,41574400,34187700,71074700
2014-11-05,2014-11-18,109.099998,115.470001,107.800003,117.279999,37435900,44224000,27195500,59522900
2014-11-19,2014-12-03,115.440002,115.93,111.269997,119.75,41869200,43063400,24814400,83814000
2014-12-04,2014-12-17,115.769997,109.410004,106.260002,117.199997,42044500,53411800,38318900,67218100
2014-12-18,2015-01-02,111.870003,109.330002,107.349998,114.769997,59006200,53204600,14479600,88429800
2015-01-05,2015-01-16,108.290001,105.989998,104.629997,113.25,64285500,78513300,40105900,78513300
2015-01-20,2015-02-02,107.839996,118.629997,106.5,120.0,49899900,62739100,46464800,146477100
2015-02-03,2015-02-17,118.5,127.830002,117.610001,128.880005,51915700,63152400,38889800,74474500
2015-02-18,2015-03-03,127.629997,129.360001,126.610001,133.600006,44891700,37816300,37362400,91287500
2015-03-04,2015-03-17,129.100006,127.040001,121.629997,129.570007,31666300,51023100,31666300,88528500
2015-03-18,2015-03-31,127.0,124.43,122.599998,129.25,65270900,42090600,32842300,68695100
2015-04-01,2015-04-15,124.82,126.779999,123.099998,128.570007,40621400,28970400,25524600,40621400
2015-04-16,2015-04-29,126.279999,128.639999,124.459999,134.539993,28369000,63386100,28369000,118924000
2015-04-30,2015-05-13,128.639999,126.010002,123.360001,130.570007,83195400,34694200,34694200,83195400
2015-05-14,2015-05-28,127.410004,131.779999,127.160004,132.970001,45203500,30733300,30733300,70697600
2015-05-29,2015-06-11,131.229996,128.589996,125.620003,131.449997,50884500,35390900,30889400,56075400
2015-06-12,2015-06-25,128.190002,127.5,125.709999,129.800003,36886200,31938100,30268900,55280900
2015-06-26,2015-07-10,127.669998,123.279999,119.220001,127.989998,44066800,61354500,27211000,77821600
2015-07-13,2015-07-24,125.029999,124.5,121.989998,132.970001,41440500,42162300,31768100,115450600
2015-07-27,2015-08-07,123.089996,115.519997,112.099998,123.910004,44455500,38670400,33618100,124138600
2015-08-10,2015-08-21,116.529999,105.760002,105.650002,119.989998,54951600,128275500,34560700,128275500
2015-08-24,2015-09-04,94.870003,109.269997,92.0,114.529999,162206300,49996300,49996300,162206300
2015-09-08,2015-09-21,111.75,115.209999,109.769997,116.889999,54843600,50222000,37173500,85010800
2015-09-22,2015-10-05,113.379997,110.779999,107.309998,116.690002,50346200,52064700,35756700,73365400
2015-10-06,2015-10-19,110.629997,111.730003,108.209999,112.75,48857000,29759200,29759200,61979600
2015-10-20,2015-11-02,111.339996,121.18,110.82,121.360001,48967800,32203300,32203300,85551400
2015-11-03,2015-11-16,120.790001,114.18,111.0,123.82,45519000,38106700,32525600,59127900
2015-11-17,2015-12-01,114.919998,117.339996,113.32,119.919998,27616900,34852400,13046400,46674700
2015-12-02,2015-12-15,117.339996,110.489998,109.790001,119.860001,33386600,52978100,29212700,64318700
2015-12-16,2015-12-30,111.07,107.32,105.57,112.25,56238500,25213800,13596700,96453300
2015-12-31,2016-01-14,107.010002,99.519997,95.739998,107.029999,40912300,63170100,40912300,81094400
2016-01-15,2016-01-29,96.199997,97.339996,92.389999,101.529999,79833900,64416500,51794500,133369700
2016-02-01,2016-02-12,96.470001,93.989998,92.589996,97.330002,40943500,40121700,37357200,54021400
2016-02-16,2016-02-29,95.019997,96.690002,93.32,98.889999,47490700,34876600,27393900,47490700
2016-03-01,2016-03-14,97.650002,102.519997,97.419998,103.75,50153900,25027400,25027400,50153900
2016-03-15,2016-03-29,103.959999,107.68,103.849998,107.790001,39982500,30774100,19303600,43402300
2016-03-30,2016-04-12,108.650002,110.440002,108.120003,112.190002,45159900,26812000,23514500,45159900
2016-04-13,2016-04-26,110.800003,104.349998,103.910004,112.389999,32691800,40287500,25337400,60834000
